iteration,x,y,z,value,error,value_error,diversity
1,-3.688325387270389,0.4277935822315051,4.568850997544981,36.443827692154294,6.036872343536369,36.443827692154294,1.2397454212685384
2,-1.6086429331863457,-1.9110690948556446,4.605625004326402,15.796632343396583,3.9744977473130594,15.796632343396583,1.0451204581049252
3,3.045731384512127,2.023335718866935,5.119283713786871,11.009774174331344,3.3180979753966495,11.009774174331344,0.9646189468359981
4,3.045731384512127,2.023335718866935,5.119283713786871,2.4873747663302765,3.3180979753966495,2.4873747663302765,0.7861384240032124
5,3.045731384512127,2.023335718866935,5.119283713786871,2.4873747663302765,3.3180979753966495,2.4873747663302765,0.6213345451847673
6,3.045731384512127,2.023335718866935,5.119283713786871,2.4873747663302765,3.3180979753966495,2.4873747663302765,0.5498221308523862
7,3.045731384512127,2.023335718866935,5.119283713786871,2.4873747663302765,3.3180979753966495,2.4873747663302765,0.3842619857700816
8,3.055719394637066,-1.5961594782815318,5.2176956577174565,2.0819496477118844,1.4428962706001718,2.0819496477118844,0.27113525366883656
9,1.0767834134343346,-1.6047788589546848,5.336068150963705,1.6588918341132435,1.2879797491083638,1.6588918341132435,0.2252870683925987
10,3.0556537594062902,-1.5962090595155196,5.960376770385764,1.4714401027220767,1.2130293082700339,1.4714401027220767,0.15592503493405577
11,3.0556537594062902,-1.5962090595155196,5.960376770385764,0.6948490100148885,1.2130293082700339,0.6948490100148885,0.4063042015536833
12,1.9573921850884481,-1.6166397720357537,6.538894706598207,0.6724675391474105,0.820041181372869,0.6724675391474105,0.5356098200769029
13,1.9573921850884481,-1.6166397720357537,6.538894706598207,0.6724675391474105,0.820041181372869,0.6724675391474105,0.6850425507577288
14,1.9573921850884481,-1.6166397720357537,6.538894706598207,0.6724675391474105,0.820041181372869,0.6724675391474105,0.532174403211729
15,1.9573921850884481,-1.6166397720357537,6.538894706598207,0.6724675391474105,0.820041181372869,0.6724675391474105,0.25282225696899835
16,1.7013890361952946,-1.7426452334229907,6.107263932800933,0.6521960017101865,0.8075865289306072,0.6521960017101865,0.25117960685783763
17,1.9573921850884481,-1.4722856475296169,6.538894706598207,0.5152766635535737,0.7178277394706711,0.5152766635535737,0.24157390935222467
18,1.893882221490589,-1.2216959755672292,6.539852552987085,0.35185086746515154,0.5931701842348042,0.35185086746515154,0.33601760551404647
19,1.8905616057702979,-1.1535452245510633,6.070228897962803,0.04048499622308196,0.20120883733842795,0.04048499622308196,0.271170336761746
20,1.9001912637001759,-1.1538101256887217,6.067889663544573,0.03822834502234353,0.19552070228582835,0.03822834502234353,0.13696446740958626
21,2.094209322726112,-1.1307068883120266,6.067874386946638,0.030566619544107235,0.17483311912823393,0.030566619544107235,0.20651491850680517
22,2.094209322726112,-1.1307068883120266,6.067874386946638,0.030566619544107235,0.17483311912823393,0.030566619544107235,0.3720758884688138
23,2.1439703670747114,-0.9578431759840385,6.065677323862953,0.02681817527653917,0.16376255761479536,0.02681817527653917,0.4265559173246469
24,2.1439703670747114,-0.9578431759840385,6.065677323862953,0.002570106271226823,0.16376255761479536,0.002570106271226823,0.497766439460281
25,2.1439703670747114,-0.9578431759840385,6.065677323862953,0.002570106271226823,0.16376255761479536,0.002570106271226823,0.36685679552976863
26,1.9729859271156904,-0.9669172227099452,5.979722128675373,0.002235422352480277,0.04728025330389292,0.002235422352480277,0.2612099761024788
27,1.9729859271156904,-0.9669172227099452,5.979722128675373,0.002235422352480277,0.04728025330389292,0.002235422352480277,0.4969195676661595
28,1.9729859271156904,-0.9669172227099452,5.979722128675373,0.002235422352480277,0.04728025330389292,0.002235422352480277,0.5600842292139836
29,1.9934742799036265,-1.0158468350167098,6.01306502622505,0.00046440211308427224,0.02154999102283507,0.00046440211308427224,0.6982762271624644
30,1.9934742799036265,-1.0158468350167098,6.01306502622505,0.00046440211308427224,0.02154999102283507,0.00046440211308427224,0.8070803432121648
31,1.9927660384790684,-1.01090898921316,6.008072455386596,0.00023650078090774684,0.015378581888709598,0.00023650078090774684,0.7368770312727676
32,1.9927660384790684,-1.01090898921316,6.008072455386596,0.00023650078090774684,0.015378581888709598,0.00023650078090774684,0.8201355785108094
33,1.9927660384790684,-1.01090898921316,6.008072455386596,0.00023650078090774684,0.015378581888709598,0.00023650078090774684,0.6054063145513756
34,1.9927660384790684,-1.01090898921316,6.008072455386596,0.00023650078090774684,0.015378581888709598,0.00023650078090774684,0.49519783813282237
35,1.9927660384790684,-1.01090898921316,6.008072455386596,0.00023650078090774684,0.015378581888709598,0.00023650078090774684,0.3386603456526285
36,1.9927660384790684,-1.01090898921316,6.008072455386596,0.00023650078090774684,0.015378581888709598,0.00023650078090774684,0.3330038698083944
37,1.9927660384790684,-1.01090898921316,6.008072455386596,0.00023650078090774684,0.015378581888709598,0.00023650078090774684,0.20230467789807127
38,1.9927660384790684,-1.01090898921316,6.008072455386596,0.00023650078090774684,0.015378581888709598,0.00023650078090774684,0.14835312221574906
39,1.9927660384790684,-1.01090898921316,6.008072455386596,0.00023650078090774684,0.015378581888709598,0.00023650078090774684,0.3542333142042246
40,1.9927660384790684,-1.01090898921316,6.008072455386596,0.00023650078090774684,0.015378581888709598,0.00023650078090774684,0.4121544501621943
