iteration,x,value,error,value_error,diversity
1,2.6244501477768374,-12.62490562040528,0.042216518889829135,0.014600379594721602,1.0715545029656204
2,2.6244501477768374,-12.62490562040528,0.042216518889829135,0.014600379594721602,0.7208538708693333
3,2.6620357899059686,-12.639814035414393,0.004630876760697955,0.00030803541439183846,0.3621160752348688
4,2.6620357899059686,-12.639814035414393,0.004630876760697955,0.00030803541439183846,0.24356849985138274
5,2.6620357899059686,-12.639814035414393,0.004630876760697955,0.00030803541439183846,0.19446690672243117
6,2.661000296319902,-12.63981715259385,0.005666370346764538,0.00031115259384861815,0.12068710704311042
7,2.661000296319902,-12.63981715259385,0.005666370346764538,0.00031115259384861815,0.08006877506645703
8,2.661000296319902,-12.63981715259385,0.005666370346764538,0.00031115259384861815,0.06172244233124603
9,2.661000296319902,-12.63981715259385,0.005666370346764538,0.00031115259384861815,0.03559731333607759
10,2.661000296319902,-12.63981715259385,0.005666370346764538,0.00031115259384861815,0.01999399378030364
11,2.661000296319902,-12.63981715259385,0.005666370346764538,0.00031115259384861815,0.012034690247551678
12,2.661000296319902,-12.63981715259385,0.005666370346764538,0.00031115259384861815,0.008181862339725033
13,2.6615918286382136,-12.639818305047683,0.005074838028452877,0.00031230504768231526,0.004391006561173001
14,2.6615918286382136,-12.639818305047683,0.005074838028452877,0.00031230504768231526,0.0029510003334640217
15,2.661568796957277,-12.639818406378382,0.005097869709389524,0.000312406378380814,0.0018457393567248128
16,2.6613509742846637,-12.639818778791561,0.005315692382002801,0.0003127787915602198,0.0013839775633539132
17,2.661369399629413,-12.639818788316049,0.005297267037253306,0.0003127883160480849,0.0007577032585482702
18,2.661369399629413,-12.639818788316049,0.005297267037253306,0.0003127883160480849,0.000613795250449915
19,2.661374360479688,-12.63981878958505,0.005292306186978735,0.00031278958504898924,0.0004389012641295059
20,2.661374360479688,-12.63981878958505,0.005292306186978735,0.00031278958504898924,0.00026400707549105825
21,2.661387659773824,-12.639818790275466,0.005279006892842553,0.000312790275465602,0.00019747100260306783
22,2.661387659773824,-12.639818790275466,0.005279006892842553,0.000312790275465602,0.00013362639778933546
23,2.661387659773824,-12.639818790275466,0.005279006892842553,0.000312790275465602,9.706965366116316e-05
24,2.661387659773824,-12.639818790463458,0.005279006892842553,0.0003127904634574463,7.354423577703959e-05
25,2.661387659773824,-12.639818790463458,0.005279006892842553,0.0003127904634574463,5.781587005416287e-05
26,2.661387659773824,-12.639818790463458,0.005279006892842553,0.0003127904634574463,3.2903397530396845e-05
27,2.6613830082657874,-12.63981879048314,0.005283658400879077,0.0003127904831394801,1.9814909338064368e-05
28,2.6613830082657874,-12.63981879048314,0.005283658400879077,0.0003127904831394801,9.837545668838088e-06
29,2.6613830082657874,-12.63981879048314,0.005283658400879077,0.0003127904831394801,6.630369699478312e-06
30,2.6613831063783437,-12.63981879048374,0.005283560288322775,0.0003127904837398887,4.978601315787457e-06
31,2.6613831063783437,-12.63981879048374,0.005283560288322775,0.0003127904837398887,2.390718105331329e-06
32,2.6613831619744026,-12.639818790483986,0.005283504692263907,0.00031279048398502596,2.058324091889405e-06
33,2.661383277359666,-12.639818790484274,0.005283389307000341,0.00031279048427279577,1.5628290501391887e-06
34,2.6613833372477065,-12.639818790484334,0.005283329418960037,0.0003127904843331919,1.4349744121416453e-06
35,2.6613833372477065,-12.639818790484334,0.005283329418960037,0.0003127904843331919,6.789972441631854e-07
36,2.6613833372477065,-12.639818790484334,0.005283329418960037,0.0003127904843331919,5.329067318216623e-07
37,2.6613833372477065,-12.639818790484334,0.005283329418960037,0.0003127904843331919,3.116892652097851e-07
38,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,1.203745838958623e-07
39,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,8.855358638419892e-08
40,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,6.018350651565261e-08
41,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,4.353704806934659e-08
42,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,3.012532685782169e-08
43,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,2.299034857103171e-08
44,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,1.7748994409139235e-08
45,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,1.7616281543278334e-08
46,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,1.5886222243665828e-08
47,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,1.467671921268237e-08
48,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,1.4790687161565965e-08
49,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,1.3832145734023998e-08
50,2.6613833272916994,-12.639818790484338,0.0052833393749671664,0.0003127904843367446,1.3832145734023998e-08
