iteration,x,value,error,value_error,diversity
1,-1.0091413901123398,-0.9996626773626036,0.009141390112339831,0.0003373226373963867,1.064499718376441
2,-0.9951503874620993,-0.9999063807069375,0.004849612537900727,9.361929306250794e-05,1.1915341940934259
3,-0.9953231407959267,-0.9999129166615027,0.004676859204073347,8.708333849727357e-05,1.228179255299366
4,-0.9997718598396428,-0.999999791855763,0.0002281401603572153,2.0814423695725282e-07,1.3791013948832531
5,-0.9997718598396428,-0.999999791855763,0.0002281401603572153,2.0814423695725282e-07,1.4005209554266311
6,-0.9997718598396428,-0.999999791855763,0.0002281401603572153,2.0814423695725282e-07,1.3455815073898834
7,-0.9997718598396428,-0.999999791855763,0.0002281401603572153,2.0814423695725282e-07,1.3693707390409613
8,-0.9997718598396428,-0.999999791855763,0.0002281401603572153,2.0814423695725282e-07,1.3533277229679586
9,-0.9997718598396428,-0.999999791855763,0.0002281401603572153,2.0814423695725282e-07,1.4627006224930048
10,-0.9997842854107861,-0.9999998139090129,0.00021571458921387787,1.860909870643468e-07,1.4981735225877795
11,-0.9997842854107861,-0.9999998139090129,0.00021571458921387787,1.860909870643468e-07,1.3993584188405186
12,-0.9997842854107861,-0.9999998139090129,0.00021571458921387787,1.860909870643468e-07,1.3833239120100915
13,-0.9997842854107861,-0.9999998139090129,0.00021571458921387787,1.860909870643468e-07,1.362839483806885
14,-0.9997842854107861,-0.9999998139090129,0.00021571458921387787,1.860909870643468e-07,1.1704247912473582
15,-1.0001298139591142,-0.9999999325845936,0.0001298139591141556,6.7415406368454e-08,1.2440969760454348
16,-1.0001298139591142,-0.9999999325845936,0.0001298139591141556,6.7415406368454e-08,1.2695470234173873
17,-1.0001298139591142,-0.9999999325845936,0.0001298139591141556,6.7415406368454e-08,1.2870570620261892
18,-1.0001298139591142,-0.9999999325845936,0.0001298139591141556,6.7415406368454e-08,1.2692523833644418
19,0.998976850435565,-0.9999958169430546,0.0010231495644350552,4.18305694538379e-06,1.1205376960276792
20,0.9911956989812563,-0.9996926610124036,0.008804301018743743,0.0003073389875963839,1.1307549269544523
21,1.0135048985324437,-0.9992605853822378,0.013504898532443743,0.0007394146177621685,1.25540418235565
22,-1.0001298139591142,-0.9999999325845936,0.0001298139591141556,6.7415406368454e-08,1.287105493576031
23,-1.0001298139591142,-0.9999999325845936,0.0001298139591141556,6.7415406368454e-08,1.3129655345181726
24,-1.0001298139591142,-0.9999999325845936,0.0001298139591141556,6.7415406368454e-08,1.4075900071888443
25,-1.0001298139591142,-0.9999999325845936,0.0001298139591141556,6.7415406368454e-08,1.2904557869544662
26,-1.0001298139591142,-0.9999999325845936,0.0001298139591141556,6.7415406368454e-08,1.3840453128252437
27,-1.0001298139591142,-0.9999999325845936,0.0001298139591141556,6.7415406368454e-08,1.3824739117292686
28,-1.0001031701362686,-0.999999957419299,0.00010317013626859328,4.2580700965189067e-08,1.3243695672610631
29,-1.0001031701362686,-0.999999957419299,0.00010317013626859328,4.2580700965189067e-08,1.4245705923960676
30,1.0016487335266242,-0.9999891087764872,0.001648733526624202,1.0891223512832227e-05,1.2402202107252887
31,-1.0001031701362686,-0.999999957419299,0.00010317013626859328,4.2580700965189067e-08,1.2328249562452325
32,-1.0001031701362686,-0.999999957419299,0.00010317013626859328,4.2580700965189067e-08,1.2606971540673282
33,0.9999009654856064,-0.9999999607725449,9.903451439363664e-05,3.9227455062018635e-08,1.3777718250506585
34,0.9999009654856064,-0.9999999607725449,9.903451439363664e-05,3.9227455062018635e-08,1.259920165745914
35,0.9999009654856064,-0.9999999607725449,9.903451439363664e-05,3.9227455062018635e-08,1.4470990186463524
36,0.9999009654856064,-0.9999999607725449,9.903451439363664e-05,3.9227455062018635e-08,1.3344923713416068
37,0.9999009654856064,-0.9999999607725449,9.903451439363664e-05,3.9227455062018635e-08,1.268116256106788
38,0.9999009654856064,-0.9999999607725449,9.903451439363664e-05,3.9227455062018635e-08,1.1749396542322281
39,0.9999009654856064,-0.9999999607725449,9.903451439363664e-05,3.9227455062018635e-08,1.2744035104985236
40,-1.0000925877988887,-0.999999965706823,9.258779888865476e-05,3.4293176964794725e-08,1.3140316738260553
41,-1.0000925877988887,-0.999999965706823,9.258779888865476e-05,3.4293176964794725e-08,1.304419319917762
42,-0.9998604356940517,-0.9999999220980915,0.00013956430594830316,7.790190847956069e-08,1.2291715999233128
43,-1.0109917191758884,-0.9995114018559781,0.01099171917588837,0.0004885981440219123,1.3321867226820974
44,0.9999472939327978,-0.9999999888888677,5.270606720220172e-05,1.1111132347529917e-08,1.3098181542367555
45,0.9999472939327978,-0.9999999888888677,5.270606720220172e-05,1.1111132347529917e-08,1.2973041050744845
46,0.9999472939327978,-0.9999999888888677,5.270606720220172e-05,1.1111132347529917e-08,1.3785570635933895
47,0.9999472939327978,-0.9999999888888677,5.270606720220172e-05,1.1111132347529917e-08,1.2920869168243219
48,0.9999472939327978,-0.9999999888888677,5.270606720220172e-05,1.1111132347529917e-08,1.2924863624987715
49,0.9999472939327978,-0.9999999888888677,5.270606720220172e-05,1.1111132347529917e-08,1.371191326444483
50,0.9999472939327978,-0.9999999888888677,5.270606720220172e-05,1.1111132347529917e-08,1.3440602390997496
