iteration,x,y,value,error,value_error,diversity
1,-1.5074189585932949,0.18594418059026374,-0.9758721861736189,inf,0.726627813826381,1.5020682682290882
2,0.27594554210348576,0.7861923499894914,-1.5357529760411837,inf,0.16674702395881624,1.176735828889606
3,-0.42530046531404686,0.8484630331082634,-1.6517002880809475,inf,0.050799711919052415,1.0119151622198017
4,-0.42530046531404686,0.8484630331082634,-1.6517002880809475,inf,0.050799711919052415,0.9255918925594613
5,-0.19157688495477032,-1.0750027645373628,-1.7019864010613845,inf,0.0005135989386153561,0.8913052748820448
6,-0.19157688495477032,-1.0750027645373628,-1.7019864010613845,inf,0.0005135989386153561,0.9334600686473344
7,-0.1630897788174357,1.0610018161676926,-1.7023601555766974,inf,0.00013984442330250424,0.7707638611624515
8,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.8717937270815236
9,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.7251512730608924
10,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.6619891589208464
11,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.6279950181795579
12,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.7165187680698547
13,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.822704682361872
14,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.6723488783403905
15,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.7237264658090232
16,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.7824743263677718
17,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.7204445876814508
18,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.8433262239883672
19,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.7465632943587146
20,-0.17118699129700055,1.0654456688855998,-1.7024813206608076,inf,1.86793391923068e-05,0.6829962499582338
