iteration,x,value,error,value_error,diversity
1,-0.9904508181490472,-0.9996387272290336,0.00954918185095277,0.0003612727709664254,0.8649445207218057
2,-0.9904508181490472,-0.9996387272290336,0.00954918185095277,0.0003612727709664254,0.8444051752003106
3,-0.9904508181490472,-0.9996387272290336,0.00954918185095277,0.0003612727709664254,0.8500405244769016
4,-0.9904508181490472,-0.9996387272290336,0.00954918185095277,0.0003612727709664254,0.9266883272823646
5,-0.9904508181490472,-0.9996387272290336,0.00954918185095277,0.0003612727709664254,1.0344308816087628
6,-0.9904508181490472,-0.9996387272290336,0.00954918185095277,0.0003612727709664254,1.091976496388962
7,1.0020545064658677,-0.999983081306649,0.0020545064658676893,1.691869335096463e-05,1.1034910242192244
8,1.0020545064658677,-0.999983081306649,0.0020545064658676893,1.691869335096463e-05,1.121723889343709
9,1.0020545064658677,-0.999983081306649,0.0020545064658676893,1.691869335096463e-05,1.07797030305783
10,1.0020545064658677,-0.999983081306649,0.0020545064658676893,1.691869335096463e-05,1.1056116981606339
11,1.0020545064658677,-0.999983081306649,0.0020545064658676893,1.691869335096463e-05,1.1097605523571417
12,1.0020545064658677,-0.999983081306649,0.0020545064658676893,1.691869335096463e-05,1.1097605523571417
13,1.0020545064658677,-0.999983081306649,0.0020545064658676893,1.691869335096463e-05,1.1125575602911024
14,1.0020545064658677,-0.999983081306649,0.0020545064658676893,1.691869335096463e-05,1.0686944076501053
15,1.0020545064658677,-0.999983081306649,0.0020545064658676893,1.691869335096463e-05,0.9688305097764838
16,-1.000533408719899,-0.9999988612933972,0.0005334087198989312,1.13870660278792e-06,1.0270335836802982
17,-1.000533408719899,-0.9999988612933972,0.0005334087198989312,1.13870660278792e-06,0.7988922152990798
18,-1.0004956251197745,-0.9999990169359125,0.0004956251197745232,9.830640874675112e-07,0.9688762956538093
19,-1.0004956251197745,-0.9999990169359125,0.0004956251197745232,9.830640874675112e-07,1.025341163160817
20,-1.0004956251197745,-0.9999990169359125,0.0004956251197745232,9.830640874675112e-07,0.970223662437444
21,-1.0004956251197745,-0.9999990169359125,0.0004956251197745232,9.830640874675112e-07,1.067078420479745
22,-1.0004956251197745,-0.9999990169359125,0.0004956251197745232,9.830640874675112e-07,1.114772429202873
23,-1.0004956251197745,-0.9999990169359125,0.0004956251197745232,9.830640874675112e-07,1.1202508709153842
24,-1.0004956251197745,-0.9999990169359125,0.0004956251197745232,9.830640874675112e-07,1.1147608400923588
25,-1.0004956251197745,-0.9999990169359125,0.0004956251197745232,9.830640874675112e-07,1.11367898954839
26,0.9998381355899433,-0.9999998952166137,0.00016186441005672236,1.0478338630104389e-07,1.0255423925064022
27,0.9998381355899433,-0.9999998952166137,0.00016186441005672236,1.0478338630104389e-07,1.02450158281444
28,1.0000874542343845,-0.999999969404352,8.745423438449862e-05,3.059564801510817e-08,1.0663305188478351
29,-1.0000810271756797,-0.999999973736259,8.10271756797043e-05,2.626374095981987e-08,1.095008798605738
30,-1.0000810271756797,-0.999999973736259,8.10271756797043e-05,2.626374095981987e-08,1.1177814190564002
31,1.0000366752342802,-0.9999999946195113,3.667523428019237e-05,5.380488721229426e-09,1.0952713962164324
32,1.0000366752342802,-0.9999999946195113,3.667523428019237e-05,5.380488721229426e-09,1.1123659001269766
33,1.0000057807917466,-0.9999999998663289,5.780791746623493e-06,1.3367107420947377e-10,1.1123543695969413
34,1.0000057807917466,-0.9999999998663289,5.780791746623493e-06,1.3367107420947377e-10,1.1123470320075737
35,1.0000057807917466,-0.9999999998663289,5.780791746623493e-06,1.3367107420947377e-10,1.0953212255109561
36,1.0000057807917466,-0.9999999998663289,5.780791746623493e-06,1.3367107420947377e-10,1.066366742741393
37,1.0000057807917466,-0.9999999998663289,5.780791746623493e-06,1.3367107420947377e-10,1.0664177098317353
38,1.0000057807917466,-0.9999999998663289,5.780791746623493e-06,1.3367107420947377e-10,1.0953636185790254
39,1.0000016270822947,-0.9999999999894105,1.6270822946751196e-06,1.0589529253479668e-11,1.06645186576692
40,1.0000016270822947,-0.9999999999894105,1.6270822946751196e-06,1.0589529253479668e-11,1.095467236880729
41,1.0000016270822947,-0.9999999999894105,1.6270822946751196e-06,1.0589529253479668e-11,1.0954650530073735
42,-0.9999998653111046,-0.9999999999999274,1.3468889537016082e-07,7.260858581048524e-14,1.0665483646489196
43,-0.9999998653111046,-0.9999999999999274,1.3468889537016082e-07,7.260858581048524e-14,1.0247311527863139
44,-0.9999998653111046,-0.9999999999999274,1.3468889537016082e-07,7.260858581048524e-14,0.9682756430537939
45,-0.9999998653111046,-0.9999999999999274,1.3468889537016082e-07,7.260858581048524e-14,0.9682544779676586
46,-0.9999998653111046,-0.9999999999999274,1.3468889537016082e-07,7.260858581048524e-14,0.8944416798317165
47,-0.9999998653111046,-0.9999999999999274,1.3468889537016082e-07,7.260858581048524e-14,0.79844447931455
48,-0.9999998653111046,-0.9999999999999274,1.3468889537016082e-07,7.260858581048524e-14,0.6708306896200009
49,-0.9999998653111046,-0.9999999999999274,1.3468889537016082e-07,7.260858581048524e-14,0.670819671774877
50,-0.9999998653111046,-0.9999999999999274,1.3468889537016082e-07,7.260858581048524e-14,0.9682430541679676
