iteration,x,value,error,value_error,diversity
1,-1.9840162702004616,-1.43527878682572,112.21189893167951,inf,inf,1.4444029180147955
2,0.4239906509185021,-1.43527878682572,110.33822720901125,inf,inf,1.4166734139917059
3,0.4158482500286089,-1.073090069055398,110.09180514347963,inf,inf,1.2908534981017261
4,0.415808771950382,-1.0730196860556127,110.09072095016803,inf,inf,1.2085933624938558
5,0.4336961920504141,-1.43527878682572,109.72893582180092,inf,inf,1.0373666216888928
6,0.4336961920504141,-1.43527878682572,109.72893582180092,inf,inf,0.8433446961863096
7,0.4336961920504141,-1.43527878682572,109.72893582180092,inf,inf,0.5778685234417072
8,0.4336961920504141,-1.43527878682572,109.72893582180092,inf,inf,0.44639402629607355
9,0.4336961920504141,-1.43527878682572,109.72893582180092,inf,inf,0.4499999644594736
10,0.4336961920504141,-1.43527878682572,109.72893582180092,inf,inf,0.4267448318285543
11,0.4336961920504141,-1.3649375480776644,109.67847047397211,inf,inf,0.4044148180926543
12,0.4454782346743924,-1.3446199264093215,109.60187849692666,inf,inf,0.29217448169968707
13,0.4454782346743924,-1.3446199264093215,109.60187849692666,inf,inf,0.03827556168000225
14,0.4455908189444635,-1.4357770236694622,109.5965068414952,inf,inf,0.03479221626634643
15,0.4455908189444635,-1.4357770236694622,109.5965068414952,inf,inf,0.026575067984919924
16,0.4455908189444635,-1.4357770236694622,109.5965068414952,inf,inf,0.013069729426164398
17,0.4455908189444635,-1.4357770236694622,109.5965068414952,inf,inf,0.012189308852094734
18,0.4455908189444635,-1.4357770236694622,109.5965068414952,inf,inf,0.0090212588048619
19,0.4455908189444635,-1.4357770236694622,109.5965068414952,inf,inf,0.00886283958489737
20,0.4454233949466211,-1.3446204106560011,109.59546782873036,inf,inf,0.009728061152444938
21,0.4454233949466211,-1.3446204106560011,109.59546782873036,inf,inf,0.00953764410364635
22,0.4454233947049282,-1.3446243511662175,109.59537216375594,inf,inf,0.009423802345446652
23,0.4454233720431926,-1.3448613711492814,109.59475843690586,inf,inf,0.009271323007627341
24,0.4454233720431926,-1.3448613711492814,109.59475843690586,inf,inf,0.009316766266959785
25,0.4454233720431926,-1.3448613711492814,109.59475843690586,inf,inf,0.007498078727600364
26,0.4454233720427645,-1.3448613709708273,109.59475843642772,inf,inf,0.007494857012720147
27,0.4454233720427645,-1.3448613709708273,109.59475843642772,inf,inf,0.006228019751050999
28,0.4454233720427645,-1.3448613709706536,109.59475843642724,inf,inf,0.004479270245673566
29,0.4454233720427645,-1.344861225682457,109.5947580870643,inf,inf,1.165421454695353e-05
30,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,2.4149294802289525e-08
31,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,2.2426456393552754e-08
32,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,1.78646505248686e-08
33,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,1.4214309420414434e-08
34,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,1.0219609603707703e-08
35,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,5.946591568061549e-10
36,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,3.1401535762184077e-10
37,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,3.140153566808351e-10
38,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,7.601177430610147e-16
39,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,7.601177430610147e-16
40,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,7.601177430610147e-16
41,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,7.601177430610147e-16
42,0.4454233720427645,-1.3448612192948,109.59475807151019,inf,inf,7.601177430610147e-16
